InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Region,PriceBand,OrderType,CustomerTotal,CustomerOrders,ShareOfCustomerSpend,RevenueZScoreInCountry,CountryMedianRevenue,RevenueTier,IsWeekend,IsRepeatCustomer,QuantityBucket,CustomerValueQuartile,Year,Month,DayName,Hour,Quarter,Revenue_Capped,BasketSize,BasketLines,BasketValue,LogRevenue,RevenueRankInCustomer,IsTopLineForCustomer,RevenuePerUnit
556263,23176,Abc Treasure Book Box,2,2011-06-09 18:41:00,2.25,13969,United Kingdom,4.5,UK,Standard,Normal,9053.94,18,0.0005,-0.049,10.2,Low,0,Repeat,1-2,Q4-High,2011,6,Thursday,18,2,4.5,242,56,491.38,1.7047480922384253,141,False,2.25
563734,22588,Card Holder Gingham Heart,4,2011-08-18 18:11:00,2.89,14064,United Kingdom,11.56,UK,Standard,Normal,1353.74,5,0.0085,-0.028,10.2,Low,0,Repeat,3-6,Q2,2011,8,Thursday,18,3,11.56,218,26,255.52,2.5305171610400525,17,False,2.89
553011,23081,Green Metal Box Army Supplies,4,2011-05-12 17:03:00,8.25,14390,United Kingdom,33.0,UK,Premium,Normal,4652.82,9,0.0071,0.038,10.2,Mid,0,Repeat,3-6,Q3,2011,5,Thursday,17,2,33.0,149,21,309.05,3.5263605246161616,21,False,8.25
539444,85199L,Large Hanging Ivory & Red Wood Bird,12,2010-12-17 15:52:00,0.65,14146,United Kingdom,7.800000000000001,UK,Budget,Normal,4191.0,5,0.0019,-0.039,10.2,Low,0,Repeat,7-12,Q3,2010,12,Friday,15,4,7.800000000000001,551,35,1241.43,2.174751721484161,56,False,0.65
567182,85099B,Jumbo Bag Red Retrospot,10,2011-09-18 15:21:00,2.08,13334,United Kingdom,20.8,UK,Standard,Normal,3536.82,3,0.0059,0.001,10.2,Mid,1,Repeat,7-12,Q3,2011,9,Sunday,15,3,20.8,424,53,804.98,3.0819099697950434,17,False,2.08
546986,21915,Red  Harmonica In Box,12,2011-03-18 12:56:00,1.25,14194,United Kingdom,15.0,UK,Standard,Normal,11349.52,21,0.0013,-0.017,10.2,Mid,0,Repeat,7-12,Q4-High,2011,3,Friday,12,1,15.0,535,46,780.35,2.772588722239781,72,False,1.25
541521,22197,Small Popcorn Holder,48,2011-01-19 09:45:00,0.85,15298,United Kingdom,40.8,UK,Budget,Bulk-Cheap,4799.9,12,0.0085,0.062,10.2,Top,0,Repeat,25+,Q3,2011,1,Wednesday,9,1,40.8,117,7,169.74,3.7328963395307104,9,False,0.85
551944,22979,Pantry Washing Up Brush,1,2011-05-05 11:08:00,1.45,14553,United Kingdom,1.45,UK,Standard,Normal,859.27,5,0.0017,-0.059,10.2,Low,0,Repeat,1-2,Q1-Low,2011,5,Thursday,11,2,1.45,51,16,110.38,0.8960880245566356,48,False,1.45
551813,85123A,White Hanging Heart T-Light Holder,12,2011-05-04 11:43:00,2.95,18065,United Kingdom,35.400000000000006,UK,Standard,Normal,2392.83,14,0.0148,0.045,10.2,Top,0,Repeat,7-12,Q2,2011,5,Wednesday,11,2,35.400000000000006,70,13,224.78000000000003,3.594568774642695,2,False,2.95
568950,22138,Baking Set 9 Piece Retrospot,3,2011-09-29 15:25:00,4.95,12458,Switzerland,14.850000000000001,EU,Standard,Normal,947.4,2,0.0157,-0.441,17.700000000000003,Mid,0,Repeat,3-6,Q1-Low,2011,9,Thursday,15,3,14.850000000000001,236,19,505.48,2.76316950032329,19,False,4.95
567095,22469,Heart Of Wicker Small,12,2011-09-16 13:03:00,1.65,17049,United Kingdom,19.799999999999997,UK,Standard,Normal,5659.9800000000005,9,0.0035,-0.003,10.2,Mid,0,Repeat,7-12,Q3,2011,9,Friday,13,3,19.799999999999997,283,37,635.19,3.034952986707272,27,False,1.65
575607,22309,Tea Cosy Red  Stripe,1,2011-11-10 12:37:00,4.96,14096,United Kingdom,4.96,UK,Standard,Normal,65164.79,17,0.0001,-0.048,10.2,Low,0,Repeat,1-2,Q4-High,2011,11,Thursday,12,4,4.96,1014,377,4358.0,1.7850704810772584,274,False,4.96
549787,22168,Organiser Wood Antique White,1,2011-04-12 11:58:00,8.5,13268,United Kingdom,8.5,UK,Premium,Normal,3214.69,11,0.0026,-0.037,10.2,Low,0,Repeat,1-2,Q3,2011,4,Tuesday,11,2,8.5,163,24,180.43,2.2512917986064953,51,False,8.5
572108,22488,Natural Slate Rectangle Chalkboard,12,2011-10-20 18:08:00,1.65,15814,United Kingdom,19.799999999999997,UK,Standard,Normal,1945.33,4,0.0102,-0.003,10.2,Mid,0,Repeat,7-12,Q2,2011,10,Thursday,18,4,19.799999999999997,253,14,521.53,3.034952986707272,27,False,1.65
537688,21175,Gin + Tonic Diet Metal Sign,24,2010-12-08 10:35:00,2.1,17406,United Kingdom,50.400000000000006,UK,Standard,Normal,2200.42,3,0.0229,0.091,10.2,Top,0,Repeat,13-24,Q2,2010,12,Wednesday,10,4,50.400000000000006,270,19,702.1,3.9396381724611196,6,False,2.1
566328,22492,Mini Paint Set Vintage,108,2011-09-12 12:19:00,0.65,13743,United Kingdom,70.2,UK,Budget,Bulk-Cheap,1341.6,7,0.0523,0.152,10.2,Top,0,Repeat,25+,Q2,2011,9,Monday,12,3,70.2,204,4,153.72,4.26549281841793,1,True,0.65
572068,21790,Vintage Snap Cards,12,2011-10-20 13:20:00,0.85,13159,United Kingdom,10.2,UK,Budget,Normal,1437.85,4,0.0071,-0.032,10.2,Low,0,Repeat,7-12,Q2,2011,10,Thursday,13,4,10.2,179,21,303.7,2.4159137783010487,31,False,0.85
573149,85034A,3 Gardenia Morris Boxed Candles,1,2011-10-27 19:56:00,1.25,16438,United Kingdom,1.25,UK,Standard,Normal,798.35,5,0.0016,-0.059,10.2,Low,0,Repeat,1-2,Q1-Low,2011,10,Thursday,19,4,1.25,99,28,148.72,0.8109302162163288,51,False,1.25
575985,23355,Hot Water Bottle Keep Calm,2,2011-11-13 14:09:00,4.95,17841,United Kingdom,9.9,UK,Standard,Normal,40991.57,124,0.0002,-0.033,10.2,Low,1,Repeat,1-2,Q4-High,2011,11,Sunday,14,4,9.9,241,84,515.55,2.388762789235098,167,False,4.95
551351,84836,Zinc Metal Heart Decoration,12,2011-04-28 10:20:00,1.06,14298,United Kingdom,12.72,UK,Standard,Normal,51527.3,44,0.0002,-0.024,10.2,Mid,0,Repeat,7-12,Q4-High,2011,4,Thursday,10,2,12.72,4476,128,4390.56,2.6188546222977394,235,False,1.06
580736,21707,Folding Umbrella Blackblue Polkadot,4,2011-12-06 08:55:00,4.95,12716,France,19.8,EU,Standard,Normal,1053.49,2,0.0188,-0.071,16.6,Mid,0,Repeat,3-6,Q1-Low,2011,12,Tuesday,8,4,19.8,205,24,375.59000000000003,3.0349529867072724,6,False,4.95
567881,21931,Jumbo Storage Bag Suki,10,2011-09-22 14:59:00,2.08,15640,United Kingdom,20.8,UK,Standard,Normal,12515.66,15,0.0017,0.001,10.2,Mid,0,Repeat,7-12,Q4-High,2011,9,Thursday,14,3,20.8,278,28,524.26,3.0819099697950434,55,False,2.08
563890,85107,Cut Glass T-Light Holder Octagon,24,2011-08-19 16:34:00,1.69,15862,United Kingdom,40.56,UK,Standard,Bulk-Cheap,832.88,4,0.0487,0.061,10.2,Top,0,Repeat,13-24,Q1-Low,2011,8,Friday,16,3,40.56,140,13,168.72,3.727138166231027,1,True,1.69
567165,22467,Gumball Coat Rack,3,2011-09-18 11:58:00,2.55,17841,United Kingdom,7.6499999999999995,UK,Standard,Normal,40991.57,124,0.0002,-0.04,10.2,Low,1,Repeat,3-6,Q4-High,2011,9,Sunday,11,3,7.6499999999999995,162,64,258.99,2.157559320943788,198,False,2.55
565439,21390,Filigris Heart With Butterfly,24,2011-09-04 13:56:00,1.25,14852,United Kingdom,30.0,UK,Standard,Bulk-Cheap,2836.69,6,0.0106,0.029,10.2,Mid,1,Repeat,13-24,Q3,2011,9,Sunday,13,3,30.0,377,29,554.21,3.4339872044851463,6,False,1.25
554981,21933,Pink Vintage Paisley Picnic Bag,10,2011-05-29 12:06:00,1.65,17613,United Kingdom,16.5,UK,Standard,Normal,4559.150000000001,14,0.0036,-0.013,10.2,Mid,1,Repeat,7-12,Q3,2011,5,Sunday,12,2,16.5,210,54,415.04,2.8622008809294686,39,False,1.65
568868,85066,Cream Sweetheart Mini Chest,2,2011-09-29 12:00:00,12.75,12957,United Kingdom,25.5,UK,Premium,Normal,4017.54,8,0.0063,0.015,10.2,Mid,0,Repeat,1-2,Q3,2011,9,Thursday,12,3,25.5,441,48,872.23,3.2771447329921766,7,False,12.75
556256,22698,Pink Regency Teacup And Saucer,6,2011-06-09 17:37:00,2.95,14309,United Kingdom,17.700000000000003,UK,Standard,Normal,2352.53,9,0.0075,-0.009,10.2,Mid,0,Repeat,3-6,Q2,2011,6,Thursday,17,2,17.700000000000003,198,15,196.68,2.928523523860541,19,False,2.95
578858,22646,Ceramic Strawberry Cake Money Bank,12,2011-11-27 11:22:00,1.45,18145,United Kingdom,17.4,UK,Standard,Normal,2861.55,4,0.0061,-0.01,10.2,Mid,1,Repeat,7-12,Q3,2011,11,Sunday,11,4,17.4,790,82,758.3,2.91235066461494,17,False,1.45
563680,23359,Set Of 12 T-Lights Vintage Doily,12,2011-08-18 12:06:00,1.95,18272,United Kingdom,23.4,UK,Standard,Normal,3078.58,6,0.0076,0.009,10.2,Mid,0,Repeat,7-12,Q3,2011,8,Thursday,12,3,23.4,285,22,372.25,3.1945831322991562,19,False,1.95
561219,23192,Bundle Of 3 Alphabet Exercise Books,12,2011-07-26 08:51:00,1.65,18180,United Kingdom,19.799999999999997,UK,Standard,Normal,1843.75,6,0.0107,-0.003,10.2,Mid,0,Repeat,7-12,Q2,2011,7,Tuesday,8,3,19.799999999999997,380,23,301.2,3.034952986707272,16,False,1.65
541004,22767,Triple Photo Frame Cornice,2,2011-01-13 10:35:00,9.95,18190,United Kingdom,19.9,UK,Premium,Normal,284.46000000000004,2,0.07,-0.002,10.2,Mid,0,Repeat,1-2,Q1-Low,2011,1,Thursday,10,1,19.9,102,9,171.46,3.039749158970765,5,False,9.95
572743,84536A,English Rose Notebook A7 Size,1,2011-10-25 16:13:00,0.42,14482,United Kingdom,0.42,UK,Budget,Normal,2068.15,6,0.0002,-0.062,10.2,Low,0,Repeat,1-2,Q2,2011,10,Tuesday,16,4,0.55,498,41,613.98,0.3506568716131694,63,False,0.42
537126,22750,Feltcraft Princess Lola Doll,1,2010-12-05 12:13:00,3.75,18118,United Kingdom,3.75,UK,Standard,Normal,5653.82,26,0.0007,-0.052,10.2,Low,1,Repeat,1-2,Q3,2010,12,Sunday,12,4,3.75,212,118,475.86,1.55814461804655,85,False,3.75
560555,21983,Pack Of 12 Blue Paisley Tissues,2,2011-07-19 13:01:00,0.29,14178,United Kingdom,0.58,UK,Budget,Normal,1620.93,7,0.0004,-0.061,10.2,Low,0,Repeat,1-2,Q2,2011,7,Tuesday,13,3,0.58,121,57,115.52,0.4574248470388754,104,False,0.29
541253,20735,Black Mini Tape Measure,1,2011-01-16 13:51:00,0.85,17841,United Kingdom,0.85,UK,Budget,Normal,40991.57,124,0.0,-0.061,10.2,Low,1,Repeat,1-2,Q4-High,2011,1,Sunday,13,1,0.85,108,36,277.39,0.6151856390902334,329,False,0.85
547721,21080,Set/20 Red Retrospot Paper Napkins,12,2011-03-25 10:14:00,0.85,13000,United Kingdom,10.2,UK,Budget,Normal,534.85,3,0.0191,-0.032,10.2,Low,0,Repeat,7-12,Q1-Low,2011,3,Friday,10,1,10.2,230,19,256.78,2.4159137783010487,19,False,0.85
553146,23168,Classic Sugar Dispenser,12,2011-05-13 13:52:00,1.25,14873,United Kingdom,15.0,UK,Standard,Normal,519.68,1,0.0289,-0.017,10.2,Mid,0,One-Time,7-12,Q1-Low,2011,5,Friday,13,2,15.0,168,28,519.68,2.772588722239781,15,False,1.25
563613,22635,Childs Breakfast Set Dolly Girl,4,2011-08-18 08:49:00,9.95,12688,Israel,39.8,Other,Premium,Normal,4873.8099999999995,1,0.0082,0.296,19.23,Top,0,One-Time,3-6,Q3,2011,8,Thursday,8,3,39.8,3028,171,4873.8099999999995,3.708682081410116,21,False,9.95
573200,22167,Oval Wall Mirror Diamante,2,2011-10-28 11:43:00,9.95,12432,Norway,19.9,EU,Premium,Normal,5059.32,5,0.0039,-0.317,19.799999999999997,Mid,0,Repeat,1-2,Q3,2011,10,Friday,11,4,19.9,8,2,64.6,3.039749158970765,35,False,9.95
548210,22362,Glass Jar Peacock Bath Salts,1,2011-03-29 17:23:00,2.95,14606,United Kingdom,2.95,UK,Standard,Normal,12156.65,93,0.0002,-0.054,10.2,Low,0,Repeat,1-2,Q4-High,2011,3,Tuesday,17,1,2.95,132,40,338.40999999999997,1.3737155789130306,157,False,2.95
559552,22483,Red Gingham Teddy Bear,1,2011-07-10 16:29:00,2.95,16014,United Kingdom,2.95,UK,Standard,Normal,662.38,3,0.0045,-0.054,10.2,Low,1,Repeat,1-2,Q1-Low,2011,7,Sunday,16,3,2.95,123,75,267.0,1.3737155789130306,34,False,2.95
577793,21642,Assorted Tutti Frutti Pen,24,2011-11-21 16:40:00,0.29,13468,United Kingdom,6.959999999999999,UK,Budget,Bulk-Cheap,5704.97,37,0.0012,-0.042,10.2,Low,0,Repeat,13-24,Q3,2011,11,Monday,16,4,6.959999999999999,69,9,135.43,2.0744289998562917,87,False,0.29
580680,21164,Home Sweet Home Metal Sign,6,2011-12-05 14:51:00,2.95,13001,United Kingdom,17.700000000000003,UK,Standard,Normal,9818.82,13,0.0018,-0.009,10.2,Mid,0,Repeat,3-6,Q4-High,2011,12,Monday,14,4,17.700000000000003,305,15,591.01,2.928523523860541,44,False,2.95
541220,22957,Set 3 Paper Vintage Chick Paper Egg,240,2011-01-14 14:11:00,2.55,14156,Eire,612.0,EU,Standard,High-Value,117379.63,55,0.0052,6.854,17.4,Top,0,Repeat,25+,Q4-High,2011,1,Friday,14,1,202.5,6198,41,16774.72,6.418364935936212,19,False,2.55
543914,22908,Pack Of 20 Napkins Red Apples,6,2011-02-14 13:19:00,0.85,14715,United Kingdom,5.1,UK,Budget,Normal,867.38,4,0.0059,-0.048,10.2,Low,0,Repeat,3-6,Q1-Low,2011,2,Monday,13,1,5.1,46,9,109.5,1.8082887711792655,36,False,0.85
554376,22381,Toy Tidy Pink Polkadot,3,2011-05-24 11:31:00,2.1,15719,United Kingdom,6.300000000000001,UK,Standard,Normal,5045.61,13,0.0012,-0.044,10.2,Low,0,Repeat,3-6,Q3,2011,5,Tuesday,11,2,6.300000000000001,273,79,491.71999999999997,1.9878743481543455,60,False,2.1
564727,22486,Plasmatronic Lamp,2,2011-08-28 12:31:00,12.75,16686,United Kingdom,25.5,UK,Premium,Normal,3062.83,7,0.0083,0.015,10.2,Mid,1,Repeat,1-2,Q3,2011,8,Sunday,12,3,25.5,489,127,835.95,3.2771447329921766,6,False,12.75
557442,84931B,Blue Scottie Dog W Flower Pattern,2,2011-06-20 12:53:00,2.55,14808,United Kingdom,5.1,UK,Standard,Normal,2741.17,8,0.0019,-0.048,10.2,Low,0,Repeat,1-2,Q3,2011,6,Monday,12,2,5.1,476,85,679.62,1.8082887711792655,72,False,2.55
552321,20711,Jumbo Bag Toys,10,2011-05-09 09:15:00,2.08,17049,United Kingdom,20.8,UK,Standard,Normal,5659.9800000000005,9,0.0037,0.001,10.2,Mid,0,Repeat,7-12,Q3,2011,5,Monday,9,2,20.8,194,18,368.26,3.0819099697950434,22,False,2.08
545308,22231,Jigsaw Tree With Birdhouse,1,2011-03-01 13:19:00,1.45,14656,United Kingdom,1.45,UK,Standard,Normal,291.05,2,0.005,-0.059,10.2,Low,0,Repeat,1-2,Q1-Low,2011,3,Tuesday,13,1,1.45,40,29,133.11,0.8960880245566356,34,False,1.45
540021,82494L,Wooden Frame Antique White,2,2011-01-04 12:51:00,2.95,17841,United Kingdom,5.9,UK,Standard,Normal,40991.57,124,0.0001,-0.045,10.2,Low,0,Repeat,1-2,Q4-High,2011,1,Tuesday,12,1,5.9,230,71,516.97,1.9315214116032138,222,False,2.95
566729,20725,Lunch Bag Red Retrospot,2,2011-09-14 13:23:00,1.65,14562,United Kingdom,3.3,UK,Standard,Normal,5074.77,18,0.0007,-0.053,10.2,Low,0,Repeat,1-2,Q3,2011,9,Wednesday,13,3,3.3,27,8,177.44,1.4586150226995167,102,False,1.65
556222,22371,Airline Bag Vintage Tokyo 78,1,2011-06-09 14:23:00,4.25,17522,United Kingdom,4.25,UK,Standard,Normal,1070.71,5,0.004,-0.05,10.2,Low,0,Repeat,1-2,Q1-Low,2011,6,Thursday,14,2,4.25,539,46,539.12,1.6582280766035324,38,False,4.25
537225,79067,Corona Mexican Tray,1,2010-12-05 16:41:00,3.75,12748,United Kingdom,3.75,UK,Standard,Normal,33719.73,209,0.0001,-0.052,10.2,Low,1,Repeat,1-2,Q4-High,2010,12,Sunday,16,4,3.75,316,64,496.48,1.55814461804655,302,False,3.75
571227,21284,Retrospot Candle  Small,12,2011-10-14 13:54:00,1.69,12477,Germany,20.28,EU,Standard,Normal,13219.74,6,0.0015,-0.142,17.0,Mid,0,Repeat,7-12,Q4-High,2011,10,Friday,13,4,20.28,316,32,1288.78,3.0577676644734435,87,False,1.69
552149,84991,60 Teatime Fairy Cake Cases,24,2011-05-06 12:00:00,0.55,13365,United Kingdom,13.200000000000001,UK,Budget,Bulk-Cheap,2225.37,2,0.0059,-0.023,10.2,Mid,0,Repeat,13-24,Q2,2011,5,Friday,12,2,13.200000000000001,404,39,700.6,2.653241964607215,36,False,0.55
552695,71459,Hanging Jam Jar T-Light Holder,24,2011-05-10 15:31:00,0.85,16320,Unknown,20.4,Other,Budget,Bulk-Cheap,1038.46,2,0.0196,0.913,8.5,Mid,0,Repeat,13-24,Q1-Low,2011,5,Tuesday,15,2,20.4,654,47,852.68,3.0633909220278057,12,False,0.85
571212,84792,Enchanted Bird Coathanger 5 Hook,1,2011-10-14 12:53:00,4.65,12856,United Kingdom,4.65,UK,Standard,Normal,2179.93,6,0.0021,-0.049,10.2,Low,0,Repeat,1-2,Q2,2011,10,Friday,12,4,4.65,308,76,603.4399999999999,1.7316555451583497,61,False,4.65
554949,22629,Spaceboy Lunch Box,12,2011-05-27 14:44:00,1.95,14092,United Kingdom,23.4,UK,Standard,Normal,4076.91,14,0.0057,0.009,10.2,Mid,0,Repeat,7-12,Q3,2011,5,Friday,14,2,23.4,130,15,327.66,3.1945831322991562,20,False,1.95
546156,22899,Children'S Apron Dolly Girl,6,2011-03-10 08:31:00,2.1,14297,United Kingdom,12.600000000000001,UK,Standard,Normal,1305.33,4,0.0097,-0.025,10.2,Mid,0,Repeat,3-6,Q2,2011,3,Thursday,8,1,12.600000000000001,78,11,232.6,2.6100697927420065,29,False,2.1
580137,23333,Ivory Wicker Heart Medium,2,2011-12-01 19:54:00,1.25,17566,United Kingdom,2.5,UK,Standard,Normal,901.21,2,0.0028,-0.056,10.2,Low,0,Repeat,1-2,Q1-Low,2011,12,Thursday,19,4,2.5,226,87,486.95,1.252762968495368,55,False,1.25
548616,23077,Doughnut Lip Gloss,20,2011-04-01 11:48:00,1.25,18263,United Kingdom,25.0,UK,Standard,Normal,1213.1599999999999,3,0.0206,0.013,10.2,Mid,0,Repeat,13-24,Q2,2011,4,Friday,11,2,25.0,328,15,307.59999999999997,3.258096538021482,8,False,1.25
554151,22557,Plasters In Tin Vintage Paisley,24,2011-05-23 11:07:00,1.65,14049,United Kingdom,39.599999999999994,UK,Standard,Bulk-Cheap,5681.72,4,0.007,0.058,10.2,Top,0,Repeat,13-24,Q3,2011,5,Monday,11,2,39.599999999999994,1269,143,2026.6299999999999,3.7037680666076866,11,False,1.65
578248,84991,60 Teatime Fairy Cake Cases,24,2011-11-23 12:40:00,0.55,16255,United Kingdom,13.200000000000001,UK,Budget,Bulk-Cheap,2619.91,8,0.005,-0.023,10.2,Mid,0,Repeat,13-24,Q2,2011,11,Wednesday,12,4,13.200000000000001,306,38,437.12,2.653241964607215,32,False,0.55
574530,22161,Heart Decoration Rustic Hanging,12,2011-11-04 14:07:00,0.19,16887,United Kingdom,2.2800000000000002,UK,Budget,Normal,194.88,1,0.0117,-0.056,10.2,Low,0,One-Time,7-12,Q1-Low,2011,11,Friday,14,4,2.2800000000000002,157,37,194.88,1.1878434223960523,17,False,0.19
538156,22149,Feltcraft 6 Flower Friends,6,2010-12-09 16:53:00,2.1,15555,United Kingdom,12.600000000000001,UK,Standard,Normal,4805.17,16,0.0026,-0.025,10.2,Mid,0,Repeat,3-6,Q3,2010,12,Thursday,16,4,12.600000000000001,202,37,620.35,2.6100697927420065,38,False,2.1
571039,23502,Playing Cards Vintage Doily,1,2011-10-13 12:59:00,1.25,16121,United Kingdom,1.25,UK,Standard,Normal,867.11,2,0.0014,-0.059,10.2,Low,0,Repeat,1-2,Q1-Low,2011,10,Thursday,12,4,1.25,444,138,579.22,0.8109302162163288,64,False,1.25
554104,85049E,Scandinavian Reds Ribbons,12,2011-05-22 14:03:00,1.25,12705,Germany,15.0,EU,Standard,Normal,6868.29,9,0.0022,-0.291,17.0,Mid,1,Repeat,7-12,Q4-High,2011,5,Sunday,14,2,15.0,582,53,984.85,2.772588722239781,58,False,1.25
545978,22751,Feltcraft Princess Olivia Doll,2,2011-03-08 12:19:00,3.75,13975,United Kingdom,7.5,UK,Standard,Normal,2526.28,6,0.003,-0.04,10.2,Low,0,Repeat,1-2,Q2,2011,3,Tuesday,12,1,7.5,454,117,678.76,2.1400661634962708,51,False,3.75
575856,23379,Pack Of 12 Red Apple Tissues,1,2011-11-11 12:28:00,0.39,16386,United Kingdom,0.39,UK,Budget,Normal,317.2,2,0.0012,-0.062,10.2,Low,0,Repeat,1-2,Q1-Low,2011,11,Friday,12,4,0.55,198,84,256.1,0.3293037471426004,42,False,0.39
562688,22271,Feltcraft Doll Rosie,1,2011-08-08 13:53:00,2.95,13869,United Kingdom,2.95,UK,Standard,Normal,3104.95,4,0.001,-0.054,10.2,Low,0,Repeat,1-2,Q3,2011,8,Monday,13,3,2.95,993,168,1519.99,1.3737155789130306,92,False,2.95
561512,21402,Red  Egg  Spoon,24,2011-07-27 15:09:00,0.12,14534,United Kingdom,2.88,UK,Budget,Bulk-Cheap,4447.05,18,0.0006,-0.054,10.2,Low,0,Repeat,13-24,Q3,2011,7,Wednesday,15,3,2.88,143,43,223.39,1.355835153635182,109,False,0.12
574049,23032,Drawer Knob Crackle Glaze Ivory,6,2011-11-02 13:40:00,1.65,13316,United Kingdom,9.899999999999999,UK,Standard,Normal,5977.7300000000005,4,0.0017,-0.033,10.2,Low,0,Repeat,3-6,Q3,2011,11,Wednesday,13,4,9.899999999999999,744,17,1514.17,2.388762789235098,22,False,1.65
547417,22379,Recycling Bag Retrospot,5,2011-03-23 10:25:00,2.1,13239,United Kingdom,10.5,UK,Standard,Normal,329.56,1,0.0319,-0.031,10.2,Low,0,One-Time,3-6,Q1-Low,2011,3,Wednesday,10,1,10.5,327,21,329.56,2.4423470353692043,14,False,2.1
573347,21122,Set/10 Pink Polkadot Party Candles,2,2011-10-30 12:26:00,1.25,13137,United Kingdom,2.5,UK,Standard,Normal,3650.41,8,0.0007,-0.056,10.2,Low,1,Repeat,1-2,Q3,2011,10,Sunday,12,4,2.5,368,130,576.37,1.252762968495368,95,False,1.25
558568,47566,Party Bunting,8,2011-06-30 14:37:00,4.95,16316,United Kingdom,39.6,UK,Standard,Normal,2938.91,8,0.0135,0.058,10.2,Top,0,Repeat,7-12,Q3,2011,6,Thursday,14,2,39.6,257,22,363.78,3.703768066607687,6,False,4.95
552188,23254,Childrens Cutlery Dolly Girl,4,2011-05-06 14:01:00,4.15,12394,Belgium,16.6,EU,Standard,Normal,1272.48,2,0.013,-0.242,16.6,Mid,0,Repeat,3-6,Q2,2011,5,Friday,14,2,16.6,182,21,381.08,2.8678989020441064,14,False,4.15
553356,21934,Skull Shoulder Bag,10,2011-05-16 14:05:00,1.65,14038,United Kingdom,16.5,UK,Standard,Normal,1560.38,3,0.0106,-0.013,10.2,Mid,0,Repeat,7-12,Q2,2011,5,Monday,14,2,16.5,501,45,716.32,2.8622008809294686,12,False,1.65
574726,21986,Pack Of 12 Pink Polkadot Tissues,6,2011-11-06 14:56:00,0.39,14664,United Kingdom,2.34,UK,Budget,Normal,637.89,2,0.0037,-0.056,10.2,Low,1,Repeat,3-6,Q1-Low,2011,11,Sunday,14,4,2.34,302,66,389.04,1.205970806988609,35,False,0.39
569528,23298,Spotty Bunting,2,2011-10-04 14:53:00,4.95,16242,United Kingdom,9.9,UK,Standard,Normal,3603.21,7,0.0027,-0.033,10.2,Low,0,Repeat,1-2,Q3,2011,10,Tuesday,14,4,9.9,474,74,825.29,2.388762789235098,48,False,4.95
552285,21212,Pack Of 72 Retrospot Cake Cases,1,2011-05-08 12:58:00,0.55,14684,United Kingdom,0.55,UK,Budget,Normal,1236.28,5,0.0004,-0.062,10.2,Low,1,Repeat,1-2,Q2,2011,5,Sunday,12,2,0.55,225,145,350.9,0.4382549309311553,67,False,0.55
543989,21212,Pack Of 72 Retrospot Cake Cases,120,2011-02-15 09:52:00,0.42,12415,Australia,50.4,APAC,Budget,Bulk-Cheap,124914.53,21,0.0004,-0.418,66.0,Top,0,Repeat,25+,Q4-High,2011,2,Tuesday,9,1,50.4,8384,69,14022.92,3.9396381724611196,199,False,0.42
581020,23238,Set Of 4 Knick Knack Tins London,48,2011-12-07 10:12:00,3.75,17511,United Kingdom,180.0,UK,Standard,Normal,91062.38,31,0.002,0.489,10.2,Top,0,Repeat,25+,Q4-High,2011,12,Wednesday,10,4,180.0,3295,40,4949.24,5.198497031265826,39,False,3.75
564300,10125,Mini Funky Design Tapes,5,2011-08-24 11:31:00,0.85,16723,United Kingdom,4.25,UK,Budget,Normal,589.15,2,0.0072,-0.05,10.2,Low,0,Repeat,3-6,Q1-Low,2011,8,Wednesday,11,3,4.25,398,42,424.15,1.6582280766035324,23,False,0.85
557271,85123A,White Hanging Heart T-Light Holder,6,2011-06-19 11:41:00,2.95,17769,United Kingdom,17.700000000000003,UK,Standard,Normal,3997.98,10,0.0044,-0.009,10.2,Mid,1,Repeat,3-6,Q3,2011,6,Sunday,11,2,17.700000000000003,302,48,624.12,2.928523523860541,43,False,2.95
575760,22688,Doormat Peace On Earth Blue,1,2011-11-11 10:50:00,8.25,15965,United Kingdom,8.25,UK,Premium,Normal,845.64,4,0.0098,-0.038,10.2,Low,0,Repeat,1-2,Q1-Low,2011,11,Friday,10,4,8.25,266,91,506.4,2.224623551524334,26,False,8.25
576932,84375,Set Of 20 Kids Cookie Cutters,2,2011-11-17 11:12:00,2.1,15443,United Kingdom,4.2,UK,Standard,Normal,3236.91,7,0.0013,-0.05,10.2,Low,0,Repeat,1-2,Q3,2011,11,Thursday,11,4,4.2,209,55,492.51,1.6486586255873816,91,False,2.1
548703,22784,Lantern Cream Gazebo,2,2011-04-03 11:37:00,4.95,16010,United Kingdom,9.9,UK,Standard,Normal,407.5,3,0.0243,-0.033,10.2,Low,1,Repeat,1-2,Q1-Low,2011,4,Sunday,11,2,9.9,103,48,178.65,2.388762789235098,5,False,4.95
565315,22178,Victorian Glass Hanging T-Light,24,2011-09-02 12:51:00,1.25,14019,United Kingdom,30.0,UK,Standard,Bulk-Cheap,1421.61,3,0.0211,0.029,10.2,Mid,0,Repeat,13-24,Q2,2011,9,Friday,12,3,30.0,320,17,416.24,3.4339872044851463,8,False,1.25
